4,2,2,2.3635,2.5978,2.7573,2.8805,2.9635,3.018,3.0241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0265,3.057,3.2538,4,4,3.238,3.0456,3.0262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0268,3.0425,3.1207,3.3315,3.9816,4
2,3.5795,2.4074,2.5751,2.6878,2.779,2.8263,2.8339,2.9129,3.0137,3.0217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0196,3.0335,3.131,3.2878,4,4,4,4,3.2807,3.0968,3.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.028,3.081,3.2277,3.369,3.6748,4,4
2.2119,2.5134,2.9747,2.7551,2.7795,2.8076,2.8242,2.8254,2.8228,2.8864,3.0056,3.0191,1,1,1,1,1,1,3.0069,3.0079,3.0022,2.9987,3.0038,1,1,1,1,1,2.9994,3.0017,1,1,1,3.0211,3.04,3.1672,3.275,3.4585,3.6705,3.8157,3.8702,3.74,3.4776,3.2805,3.1203,3.0319,3.0154,2.9986,2.9932,1,1,1,1,1,3.0048,3.0036,2.9998,3.0011,1,1,1,1,1,2.9971,3.0002,3.004,1,1,1,1,1,1,3.0285,3.1019,3.2683,3.3449,3.4751,3.7184,3.7568,3.4771
2.468,2.6565,2.7948,2.8712,2.8415,2.8398,2.839,2.8371,2.8392,2.8395,2.8711,2.9961,3.0198,1,1,1,1,3.0048,2.9957,2.9879,2.9865,2.9955,3.0056,1,1,1,1,1,2.9967,2.9898,2.995,3.0117,3.0207,3.04,3.1666,3.2466,3.3083,3.3494,3.3851,3.4633,3.53,3.481,3.3803,3.3104,3.2627,3.121,3.0304,3.0009,2.9915,1,1,1,1,3.0103,2.9971,2.9898,2.9927,3.003,1,1,1,1,1,2.9963,2.9864,2.988,3.002,1,1,1,1,3.0292,3.1136,3.2711,3.3233,3.3742,3.4585,3.5113,3.4419,3.1918
2.6458,2.7388,2.8204,2.8621,2.8717,2.8624,2.8556,2.8509,2.8481,2.8475,2.847,2.8686,2.9893,3.0218,1,1,3.002,2.9796,2.9697,2.9796,2.9941,3.0026,1,1,1,1,1,1,1,2.9921,2.9722,3.0039,3.035,3.1427,3.2259,3.2576,3.2629,3.2286,3.2074,3.2987,3.3827,3.3475,3.2641,3.2432,3.2603,3.2498,3.1034,3.0267,1,1,1,1,1,2.9996,2.977,2.9815,2.9966,1,1,1,1,1,1,1,2.9926,2.973,2.9778,3.0041,1,1,3.0319,3.1171,3.267,3.308,3.3312,3.3634,3.3886,3.3779,3.2657,3.0798
2.7699,2.8083,2.8453,2.8687,2.8764,2.8739,2.8674,2.8616,2.8571,2.854,2.8518,2.8502,2.8674,2.9823,3.0172,2.9954,2.9519,2.965,2.9889,3.0065,1,1,1,1,1,1,1,1,1,1,3.0028,3.0227,3.1049,3.2094,3.2227,3.2264,3.1994,3.1185,3.1048,3.2441,3.3301,3.3051,3.198,3.1463,3.2116,3.2454,3.2334,3.0778,3.0267,1,1,3.0171,2.9995,2.9653,2.9687,2.9926,1,1,1,1,1,1,1,1,1,2.9947,2.9642,2.9651,3.0074,3.0308,3.1162,3.2629,3.298,3.31,3.3249,3.3375,3.3369,3.2823,3.171,3.0312
2.8684,2.8533,2.8607,2.8717,2.8777,2.8778,2.8742,2.8693,2.8646,2.8607,2.8575,2.855,2.8527,2.8664,2.9753,2.9957,2.9819,2.9971,1,1,1,1,1,1,1,1,1,1,1,1,3.025,3.0698,3.1869,3.1972,3.196,3.1758,3.1283,3.0448,3.087,3.2383,3.2983,3.2901,3.2188,3.095,3.1334,3.217,3.2365,3.1996,3.053,3.0234,3.0123,2.9883,2.9539,2.9592,2.9904,1,1,1,1,1,1,1,1,1,1,1,2.9915,2.9728,3.0128,3.11,3.2564,3.2916,3.2983,3.3067,3.314,3.3162,3.2775,3.2163,3.0477,3.0248
2.9438,2.8819,2.8637,2.8709,2.8768,2.8791,2.8778,2.8746,2.8707,2.8669,2.8635,2.8608,2.8588,2.8581,2.8714,2.979,3.017,1,1,1,1,1,1,1,1,1,1,1,1,3.0276,3.0495,3.1521,3.1799,3.181,3.1696,3.1485,3.0625,3.0516,3.0741,3.2346,3.2667,3.2734,3.2494,3.1099,3.0597,3.1533,3.223,3.2354,3.1609,3.036,2.9845,2.9329,2.9631,2.9963,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0202,3.1006,3.2474,3.288,3.2921,3.2971,3.3022,3.3054,3.2736,3.242,3.0696,3.0241,1
3.0011,2.8997,2.8732,2.8689,2.8764,2.8797,2.8803,2.8787,2.8759,2.8727,2.8695,2.8668,2.8647,2.8633,2.8627,2.8722,2.9789,3.0219,1,1,1,1,1,1,1,1,1,3.0013,3.0183,3.0398,3.1257,3.1742,3.1743,3.1715,3.1696,3.0959,3.0428,3.0454,3.0603,3.2236,3.248,3.2591,3.2573,3.1392,3.0484,3.0586,3.1817,3.2272,3.2355,3.1156,3.0067,2.986,1,1,1,1,1,1,1,1,1,3.0029,1,1,1,1,1,3.1003,3.2429,3.2866,3.2898,3.2924,3.2954,3.2985,3.2692,3.2468,3.0934,3.0255,1,1
3.0223,2.9758,2.8902,2.8828,2.8773,2.8814,2.8828,2.8824,2.8806,2.8781,2.8753,2.8725,2.8699,2.8674,2.8645,2.8604,2.866,2.9695,3.0184,1,1,2.9973,1,1,1,1,1,3.0115,3.0314,3.092,3.1688,3.1671,3.1687,3.1715,3.1233,3.0475,1,1,3.0545,3.2002,3.2468,3.2537,3.2558,3.1617,3.0485,3.0404,3.0772,3.2168,3.2343,3.2285,3.0817,3.024,1,1,1,1,1,1,1,1,1,3.0006,2.9958,3.0053,1,1,3.0947,3.2404,3.2857,3.2875,3.2897,3.2914,3.2935,3.2651,3.2464,3.1145,3.0266,1,1,1
