0.41652,0.41647,0.41639,0.41632,0.41625,0.41619,0.41614,0.4161,0.41606,0.41602,0.416,0.41598,0.41598,0.41618,0.41648
0.41657,0.41652,0.41647,0.41644,0.41641,0.41639,0.41636,0.41634,0.41633,0.41631,0.4163,0.41629,0.41629,0.41643,0.41661
0.41661,0.41657,0.41653,0.41653,0.41653,0.41653,0.41652,0.41652,0.41652,0.41652,0.41652,0.41652,0.41653,0.41661,0.41672
0.41664,0.41658,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41654,0.41663,0.41676
0.41666,0.41659,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41654,0.41664,0.41678
0.41669,0.4166,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41654,0.41666,0.41681
0.41672,0.41662,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41654,0.41667,0.41685
0.41675,0.41663,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41654,0.41669,0.41688
0.41679,0.41665,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.4167,0.41692
0.41683,0.41666,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.41672,0.41696
0.41687,0.41668,0.41654,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.41674,0.417
0.41691,0.4167,0.41655,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.41676,0.41704
0.41695,0.41672,0.41655,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.41678,0.41709
0.417,0.41674,0.41655,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.4168,0.41714
0.41703,0.41675,0.41655,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41653,0.41655,0.41681,0.41718
