0,404.11,67.271,1,0,1,160
0,185.09,29.801,0.7375,0,1,160
0,95.389,4753.7,0.635,0,1,160
0,54.469,27546,0.5,0,1,160
0,57.062,26686,0.48129,0.018711,0.96258,160
0,59.805,25827,0.46224,0.03776,0.92448,160
0,62.663,24977,0.44308,0.056921,0.92448,160
0,46.897,49027,0.38312,0.046878,0.92448,160
0,43.924,83001,0.37445,0.045545,0.92448,160
0,43.664,1.0174e+05,0.37871,0.04629,0.89108,160
0,46.015,98316,0.36035,0.064647,0.84789,160
0,48.416,95007,0.34238,0.082622,0.8056,160
0,50.839,91828,0.32493,0.10007,0.8056,160
0,50.79,91808,0.32493,0.10007,0.8056,160
0,50.776,91513,0.32493,0.10007,0.8056,160
0,50.772,91255,0.32493,0.10007,0.76455,160
0,53.189,88237,0.30814,0.11686,0.72503,160
0,55.573,85369,0.29211,0.13289,0.68732,160
0,57.895,82653,0.27694,0.14806,0.68732,160
0,57.886,82509,0.27694,0.14806,0.68732,160
0,57.882,82439,0.27694,0.14806,0.68732,160
0,57.88,82411,0.27694,0.14806,0.65162,160
0,60.114,79856,0.26269,0.16231,0.61809,160
0,62.235,77454,0.24942,0.17558,0.58688,160
0,64.221,75203,0.23718,0.18782,0.58688,160
0,64.21,75209,0.23718,0.18782,0.58688,160
0,64.205,75239,0.23718,0.18782,0.58688,160
0,64.202,75274,0.23718,0.18782,0.55806,160
0,66.033,73168,0.22597,0.19903,0.53169,160
0,67.693,71204,0.21582,0.20918,0.5078,160
0,69.168,69378,0.20671,0.21829,0.5078,160
0,69.156,69421,0.20671,0.21829,0.5078,160
0,69.15,69475,0.20671,0.21829,0.5078,160
0,69.147,69526,0.20671,0.21829,0.48638,160
0,70.429,67827,0.19864,0.22636,0.4674,160
0,71.513,66251,0.19159,0.23341,0.4508,160
0,72.396,64792,0.18552,0.23948,0.4508,160
0,72.384,64846,0.18552,0.23948,0.4508,160
0,72.377,64908,0.18552,0.23948,0.4508,160
0,72.373,64964,0.18552,0.23948,0.43651,160
0,73.091,63612,0.18035,0.24465,0.42435,160
0,73.658,62363,0.17602,0.24898,0.41415,160
0,74.059,61210,0.17247,0.25253,0.41415,160
0,74.047,61268,0.17247,0.25253,0.41415,160
0,74.04,61332,0.17247,0.25253,0.41415,160
0,74.036,61394,0.17247,0.25253,0.40581,160
0,74.28,60328,0.16966,0.25534,0.39919,160
0,74.378,59345,0.16753,0.25747,0.39419,160
