0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38247,0.38249,0.38262,0.38309,0.38467,0.38809,0.39118
0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38247,0.38248,0.38257,0.38289,0.38402,0.38683,0.3912,0.3943
0.38246,0.38246,0.38246,0.38246,0.38246,0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.39558,0.39776
0.38246,0.38246,0.38246,0.38246,0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.39569,0.39842,0.39936
0.38246,0.38246,0.38246,0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39957,0.39984
0.38246,0.38246,0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.39989,0.39997
0.38246,0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.39999
0.38246,0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.4,0.4
0.38247,0.38248,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.4,0.4,0.4
0.38249,0.38257,0.38288,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.4,0.4,0.4,0.4
0.38262,0.38289,0.38398,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.4,0.4,0.4,0.4,0.4
0.38309,0.38402,0.38672,0.3912,0.3957,0.39846,0.39958,0.3999,0.39998,0.4,0.4,0.4,0.4,0.4,0.4
0.38467,0.38683,0.3912,0.39569,0.39846,0.39958,0.3999,0.39998,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.38809,0.3912,0.39558,0.39842,0.39957,0.39989,0.39998,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.39118,0.3943,0.39776,0.39936,0.39984,0.39997,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
