0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.12886,0.10469,0.079378,0.071938,0.070505,0.071422,0.072738,0.07324,0.072063,0.068525,0.062105,0.052596,0.040419,0.026966,0.014605,0.01,0.01,0.01,0.01,0.01
0.72259,0.67461,0.63153,0.61986,0.61938,0.62288,0.62657,0.62831,0.62667,0.62035,0.60775,0.58673,0.55467,0.50749,0.43887,0.34263,0.21992,0.099279,0.024108,0.01
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9875,0.72491,0.3871,0.14659
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98746,0.72486,0.38707,0.14658
0.72429,0.6761,0.63281,0.62101,0.62044,0.62386,0.62742,0.62899,0.62723,0.62092,0.60839,0.5874,0.55527,0.50796,0.43916,0.34274,0.21994,0.099277,0.024105,0.01
0.12989,0.10555,0.080036,0.072496,0.071005,0.071877,0.073146,0.073598,0.072382,0.068819,0.062379,0.052838,0.040607,0.027085,0.014662,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
