0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38241,0.38253,0.38301,0.38459,0.38803,0.39114
0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.3824,0.38248,0.3828,0.38394,0.38676,0.39115,0.39427
0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38666,0.39116,0.39556,0.39775
0.38238,0.38238,0.38238,0.38238,0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39841,0.39936
0.38238,0.38238,0.38238,0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39956,0.39984
0.38238,0.38238,0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39997
0.38238,0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.39999
0.38238,0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4
0.38238,0.3824,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4,0.4
0.38241,0.38248,0.38279,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4,0.4,0.4
0.38253,0.3828,0.3839,0.38665,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4,0.4,0.4,0.4
0.38301,0.38394,0.38666,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4,0.4,0.4,0.4,0.4
0.38459,0.38676,0.39116,0.39567,0.39845,0.39957,0.39989,0.39998,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.38803,0.39115,0.39556,0.39841,0.39956,0.39989,0.39998,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.39114,0.39427,0.39775,0.39936,0.39984,0.39997,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
