0,374.03,67.271,1,0,1,160
0,169.76,29.801,0.7375,0,1,160
0,86.935,4753.7,0.635,0,1,160
0,49.444,27546,0.5,0,1,160
0,50.602,26686,0.48129,0.018711,0.96258,160
0,51.809,25827,0.46208,0.037923,0.92415,160
0,53.05,24978,0.4426,0.057402,0.92415,160
0,39.88,49159,0.38266,0.047337,0.92415,160
0,37.416,83322,0.374,0.045998,0.92415,160
0,37.201,1.0188e+05,0.37826,0.046743,0.89002,160
0,38.189,98459,0.35966,0.065335,0.84627,160
0,39.176,95156,0.34136,0.083644,0.80319,160
0,40.152,91989,0.32349,0.10151,0.80319,160
0,40.111,92031,0.32349,0.10151,0.80319,160
0,40.1,91757,0.32349,0.10151,0.80319,160
0,40.096,91502,0.32349,0.10151,0.76114,160
0,41.05,88500,0.30619,0.11881,0.72044,160
0,41.974,85655,0.28958,0.13542,0.68137,160
0,42.859,82971,0.27377,0.15123,0.68137,160
0,42.851,82852,0.27377,0.15123,0.68137,160
0,42.847,82789,0.27377,0.15123,0.68137,160
0,42.846,82761,0.27377,0.15123,0.64417,160
0,43.685,80248,0.25885,0.16615,0.60905,160
0,44.471,77899,0.24487,0.18013,0.57616,160
0,45.199,75713,0.23189,0.19311,0.57616,160
0,45.19,75742,0.23189,0.19311,0.57616,160
0,45.186,75779,0.23189,0.19311,0.57616,160
0,45.185,75814,0.23189,0.19311,0.54563,160
0,45.849,73785,0.21996,0.20504,0.51755,160
0,46.445,71911,0.20909,0.21591,0.49197,160
0,46.971,70187,0.19929,0.22571,0.49197,160
0,46.962,70254,0.19929,0.22571,0.49197,160
0,46.958,70314,0.19929,0.22571,0.49197,160
0,46.955,70365,0.19929,0.22571,0.46893,160
0,47.409,68781,0.19058,0.23442,0.44842,160
0,47.789,67335,0.18293,0.24207,0.43042,160
0,48.095,66020,0.17633,0.24867,0.43042,160
0,48.085,66098,0.17633,0.24867,0.43042,160
0,48.08,66165,0.17633,0.24867,0.43042,160
0,48.078,66220,0.17633,0.24867,0.4149,160
0,48.33,65024,0.17071,0.25429,0.40167,160
0,48.535,63945,0.166,0.259,0.39058,160
0,48.68,62975,0.16217,0.26283,0.39058,160
0,48.669,63060,0.16217,0.26283,0.39058,160
0,48.663,63133,0.16217,0.26283,0.39058,160
0,48.66,63192,0.16217,0.26283,0.38157,160
0,48.748,62321,0.15918,0.26582,0.37454,160
0,48.782,61545,0.15698,0.26802,0.36936,160
