0.38876,0.38823,0.38752,0.38697,0.3865,0.38608,0.38569,0.38533,0.38502,0.38473,0.38449,0.38428,0.3841,0.38396,0.38385
0.38935,0.38878,0.38816,0.38781,0.38756,0.38734,0.38714,0.38696,0.38679,0.38665,0.38652,0.38641,0.38632,0.38625,0.38622
0.39021,0.38944,0.38874,0.38855,0.38848,0.38844,0.3884,0.38836,0.38833,0.3883,0.38827,0.38825,0.38823,0.38822,0.38822
0.39102,0.3899,0.38893,0.38872,0.38868,0.38867,0.38867,0.38866,0.38866,0.38866,0.38865,0.38865,0.38865,0.38865,0.38865
0.3918,0.39031,0.38903,0.38875,0.38871,0.38871,0.38871,0.38871,0.38871,0.3887,0.3887,0.3887,0.3887,0.3887,0.3887
0.3926,0.39073,0.38911,0.38876,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.3934,0.39114,0.38919,0.38877,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39423,0.39157,0.38928,0.38878,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39506,0.392,0.38936,0.38879,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39591,0.39244,0.38945,0.3888,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39678,0.39289,0.38954,0.38881,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39765,0.39335,0.38963,0.38882,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39854,0.39381,0.38972,0.38883,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.39939,0.39423,0.38979,0.38884,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
0.4,0.39445,0.38982,0.38884,0.38872,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871,0.38871
