1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95459,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.54714,-0.51794,-0.24288,-0.50748,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36471
1,0.99991,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97312,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95459,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.5472,-0.51794,-0.24288,-0.50748,-0.47353,-0.82169,1,1,-0.50001,-0.056242,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36468
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95471,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.54714,-0.51794,-0.24288,-0.50753,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36471
1,1,0.99999,0.99991,1,0.99999,1,1,0.6125,0.30734,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25009,-0.25001,-0.875,-0.91875,-0.76853,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95459,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50004,-9.6415e-05,-0.50122,-0.54714,-0.51796,-0.24288,-0.50749,-0.47353,-0.82169,1,1,-0.50001,-0.056306,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.3648
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95469,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.54714,-0.51794,-0.24288,-0.50736,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36471
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95459,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50126,-0.54714,-0.51787,-0.24301,-0.50736,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36471
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.74724,-0.67663,-0.73953,-0.95471,-0.75323,-0.30396,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50126,-0.54714,-0.51794,-0.24288,-0.50757,-0.47353,-0.82169,1,1,-0.50001,-0.056242,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36471
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.25,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95459,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.54714,-0.51794,-0.24288,-0.50748,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.3891,-0.054954,-0.27975,-0.29885,-0.36468
0.99988,1,1,1,1,1,1,1,0.6125,0.30743,-0.041078,0.97325,1,0.99993,-0.5,-0.25007,-0.25,-0.25001,-0.87488,-0.91875,-0.76844,-0.75829,-0.9777,0.97765,-0.49988,-0.50059,-0.74729,-0.6767,-0.73953,-0.95469,-0.75323,-0.30388,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.50122,-0.5473,-0.51794,-0.2429,-0.50748,-0.47364,-0.82169,1,1,-0.50009,-0.056245,-0.059409,-0.53373,-0.38919,-0.054954,-0.27975,-0.29885,-0.36471
1,1,1,1,1,1,1,1,0.6125,0.30743,-0.04106,0.97325,1,1,-0.5,-0.25,-0.24992,-0.25001,-0.875,-0.91875,-0.76844,-0.75829,-0.9777,0.9777,-0.49988,-0.50059,-0.7472,-0.6767,-0.73953,-0.95471,-0.75323,-0.304,-0.81889,0.97323,1,-0.50001,-1.2536e-05,-0.5011,-0.54714,-0.51794,-0.24288,-0.50748,-0.47353,-0.82169,1,1,-0.50001,-0.056245,-0.059409,-0.53362,-0.38899,-0.054954,-0.27975,-0.29885,-0.36461
