2,2,2,2,2,2.0517,2.3319,2.5452,2.7124,2.8484,2.9609,3.0375,3.1025,3.1174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.1003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0689,3.061,3.0588,3.061,3.0662,3.0728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2.0697,2.3235,2.5079,2.6399,2.7655,2.8572,2.8936,2.9527,3.0677,3.1107,3.1053,3.0994,3.0936,1,1,1,1,3.0989,1,1,1,1,1,1,3.0983,3.0968,3.0933,3.0889,3.087,3.0868,3.0899,1,1,1,1,3.0941,3.0951,1,1,1,3.0968,3.0969,3.097,1,1,1,3.0918,1,1,1,1,3.0677,3.0648,3.0726,3.083,3.0922,3.0985,1,1,1,1,1,3.1037,3.105,3.1046,3.1038,1,1,1,3.1004,3.1045,3.1041,3.0988,3.0994,1
2,2,2,2,2,2.1136,2.3269,2.485,2.5995,2.6771,2.7579,2.8301,2.8537,2.8919,3.0071,3.1009,3.1041,3.1031,1,1,1,3.093,3.0966,3.1022,3.1011,3.0969,3.0917,3.0851,3.0776,3.0706,3.0649,3.062,3.0648,3.0745,3.0853,3.0949,1,1,1,1,3.0858,3.0898,1,1,1,3.0934,3.0853,3.0904,1,1,1,3.087,3.0954,3.0957,3.0732,3.0527,3.0562,3.0725,3.0888,3.1008,3.1074,1,1,1,1,1,3.1103,3.1059,3.1053,3.1021,3.1052,1,1,1,3.0989,3.0999,3.0975,3.0924,3.0975,1
2,2,2,2,2,2.1844,2.3519,2.4815,2.5791,2.6502,2.6976,2.7484,2.8213,2.8411,2.8785,2.9558,3.0859,3.1111,1,1,1,3.0959,3.0893,3.0769,3.0588,3.0421,3.0312,3.0273,3.0301,3.0383,3.0499,3.0633,3.078,3.0903,3.0973,1,1,1,1,3.0966,3.0746,3.0851,1,1,1,3.0926,3.0734,3.0811,1,1,1,3.0899,3.0774,3.047,3.0323,3.0504,3.0754,3.093,3.1029,3.1081,1,1,1,1,1,1,1,3.1097,3.1018,3.094,3.1028,1,1,1,3.0975,3.092,3.0882,3.0905,3.1002,1
2,2,2,2,2.1286,2.2712,2.3947,2.4958,2.5758,2.6367,2.6818,2.7128,2.7455,2.8184,2.8411,2.8825,2.913,3.0507,3.0964,3.0883,3.0688,3.0445,3.0199,3.0069,3.0116,3.0281,3.048,3.066,3.0798,3.0889,3.0943,3.0978,3.1003,1,1,1,1,1,1,3.0916,3.0644,3.0829,1,1,1,3.0933,3.0672,3.0678,1,1,3.0904,3.0469,3.0092,3.0176,3.0539,3.0817,3.0952,3.1005,3.1045,1,1,1,1,1,1,1,1,3.1116,3.1004,3.0832,3.0984,1,1,1,3.0952,3.0789,3.0848,3.0969,1,1
2.0517,2.0697,2.1136,2.1844,2.2712,2.3622,2.4474,2.5223,2.5852,2.6358,2.6752,2.705,2.7264,2.7493,2.822,2.8429,2.8789,2.8904,3.0001,3.0401,3.0144,3.0055,3.0329,3.0641,3.0864,3.0977,3.1022,3.1035,3.1035,1,1,1,1,1,1,1,1,1,1,3.0856,3.0543,3.0805,1,1,1,3.0907,3.062,3.0694,3.092,3.0696,3.0028,2.9802,3.0266,3.0725,3.0899,3.0937,3.0957,3.1006,1,1,1,1,1,3.1,3.1017,1,1,1,3.1035,3.0749,3.0876,1,1,3.1088,3.0777,3.0681,3.0902,3.1023,1,1
2.3319,2.3235,2.3269,2.3519,2.3947,2.4474,2.5028,2.5557,2.603,2.6434,2.6767,2.7032,2.724,2.7398,2.7569,2.828,2.8499,2.8881,2.9087,3.0049,3.0649,3.087,3.1031,3.1096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0798,3.045,3.0771,1,1,1,3.0893,3.0744,3.0673,3.0278,2.9625,2.9834,3.0557,3.0915,3.0972,3.0964,3.096,3.0984,1,1,1,1,1,3.1041,3.0921,3.0968,1,1,1,3.1074,3.0749,3.0739,3.1091,3.1129,3.0903,3.0582,3.0734,3.0926,3.1017,1,1
2.5452,2.5079,2.485,2.4815,2.4958,2.5223,2.5557,2.5911,2.6254,2.6566,2.6837,2.7066,2.7254,2.7407,2.7532,2.7672,2.8363,2.8605,2.9022,2.9309,3.0269,3.1032,3.1158,1,1,1,1,1,1,1,1,1,1,3.1015,3.0991,1,1,1,1,3.0753,3.0366,3.0721,1,1,1,3.0916,3.0488,2.9748,2.9494,3.0157,3.0815,3.0971,3.0975,1,1,1,1,1,1,1,1,1,3.1002,3.0832,3.0931,1,1,1,3.11,3.0804,3.0666,3.1006,3.0902,3.0544,3.054,3.0756,3.0854,3.0937,3.1005,1
2.7124,2.6399,2.5995,2.5791,2.5758,2.5852,2.603,2.6254,2.6493,2.6726,2.6942,2.7133,2.7298,2.7439,2.7559,2.7664,2.7786,2.8421,2.8619,2.8982,2.9174,3.0041,3.0919,3.1114,3.1094,1,1,1,1,1,1,1,3.0952,3.0898,3.0926,1,1,1,1,3.0741,3.031,3.0609,3.0964,3.0996,3.0907,3.0221,2.9294,2.9563,3.0494,3.0913,3.0944,3.0944,1,1,1,1,1,1,1,1,1,3.1018,3.096,3.0745,3.0909,1,1,1,3.1102,3.0861,3.0667,3.0761,3.0503,3.046,3.0702,3.0868,3.0902,3.094,3.0981,1
2.8484,2.7655,2.6771,2.6502,2.6367,2.6358,2.6434,2.6566,2.6726,2.6897,2.7064,2.7221,2.7363,2.7489,2.76,2.7697,2.7781,2.7886,2.8429,2.8572,2.8925,2.9051,2.9691,3.0575,3.0996,3.1046,3.1025,1,1,1,1,3.0885,3.0788,3.0809,3.0923,1,1,1,1,3.0743,3.0243,3.0573,3.0917,3.0739,2.9809,2.9051,2.9793,3.0726,3.0932,3.0908,3.0879,3.094,1,1,1,1,1,1,1,1,1,3.0988,3.0913,3.0653,3.0885,1,1,1,3.1076,3.0845,3.0516,3.0447,3.0491,3.072,1,1,1,1,1,1
2.9609,2.8572,2.7579,2.6976,2.6818,2.6752,2.6767,2.6837,2.6942,2.7064,2.7193,2.732,2.744,2.7551,2.7651,2.7741,2.7819,2.788,2.7988,2.845,2.856,2.8908,2.9002,2.9385,3.0077,3.0654,3.0962,3.1047,3.1024,3.0953,3.0817,3.068,3.0741,3.0895,1,1,1,1,1,3.0729,3.0408,3.0572,3.037,2.9362,2.9081,3.0126,3.0867,3.0952,1,1,1,1,1,1,1,1,3.0992,3.0974,1,1,1,3.1001,3.0887,3.0551,3.0843,1,1,3.1076,3.1026,3.0587,3.026,3.0449,3.0731,1,1,1,1,1,1,1
