-0.4,0.7,0.7,-0.3,0.61667,0.7,-0.2,0.53333,0.66667,0.7,-0.1,0.425,0.5,0.58333,0.7,0,0.3,0.5,0.7,0.1,0.61667,0.5,0.375,0.3,0.2,0.53333,0.5,0.3,0.3,0.425,0.3,0.4,0.3,0.3
2,0.3,0.3,2,0.3,0.425,3,0.3,0.5,0.53333,4,0.3,0.375,0.5,0.61667,3,0.3,0.5,0.7,4,0.7,0.58333,0.5,0.425,3,0.7,0.66667,0.53333,2,0.7,0.61667,2,0.7,0.7
