3201.2,1866.8,1600,1600,1600,1600,1600,1600,1866.8,3201.2,3201.2,1866.8,1600,1600,1600,1600,1600,1600,1866.8,3201.2
1866.8,3201.2,2685.7,1600,1600,1600,1600,1600,1874.7,1866.8,1866.8,1874.7,1600,1600,1600,1600,1600,2685.7,3201.2,1866.8
1600,1600,2999.2,2903.4,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,2903.4,2999.2,1600,1600
1600,1600,1600,2779.9,1985.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1985.8,2779.9,1600,1600,1600
1600,1600,1600,1600,2484.1,2117.6,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,2117.6,2484.1,1600,1600,1600,1600
1600,1600,1600,1600,1600,1866.8,2731.3,1866.8,1866.8,1866.8,1866.8,1866.8,1866.8,2731.3,1866.8,1600,1600,1600,1600,1600
1600,1600,1600,1600,1600,1600,1600,1866.8,1866.8,2016.7,2016.7,1866.8,1866.8,1600,1600,1600,1600,1600,1600,1600
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
