   1.0000000000000000e+00  -3.5623245409400001e-01   9.0424402400999995e+00   8.0000000000000000e+00   1.2811579159429727e-03   1.6070515477222346e-05   2.0452491392924557e-05
   2.0000000000000000e+00   1.3138427775799999e+00   1.6343123261199999e+01   8.0000000000000000e+00   2.7361371393547604e-03   2.0284255862147984e-04  -1.0121774040878742e-03
   3.0000000000000000e+00   1.2822206721000000e+00   1.9076045408199999e+01   8.0000000000000000e+00   3.3614597519244752e-03   2.0378638290480085e-04  -1.2387251314743704e-03
   4.0000000000000000e+00   1.3339869452199999e+00   1.3610352266700000e+01   8.0000000000000000e+00   2.1493723036668396e-03   1.9844214935249560e-04  -7.9040861481492948e-04
   5.0000000000000000e+00   1.3126393445400000e+00   2.1855553901200000e+01   8.0000000000000000e+00   4.0326610993064666e-03   2.0645262815143471e-04  -1.5266714299628386e-03
   6.0000000000000000e+00   4.2559625418699998e+00   1.3233973662900000e+01   8.0000000000000000e+00   2.0779304173508843e-03   4.6066540740530987e-04  -2.0193764541384623e-03
   7.0000000000000000e+00  -1.6112807472899999e+00   1.6815615732900000e+01   8.0000000000000000e+00   2.8405208735879650e-03  -5.4050713962219050e-05   6.2716442299653248e-04
   8.0000000000000000e+00  -1.5688111042999999e+00   1.4175626594200001e+01   8.0000000000000000e+00   2.2646844850984973e-03  -7.5572325481901170e-05   5.1754966079485900e-04
   9.0000000000000000e+00  -2.3681926226000001e+00   9.4454743028999992e+00   8.0000000000000000e+00   1.3440760742639728e-03  -1.7647576261519102e-04   5.8274819951122136e-04
   1.0000000000000000e+01  -1.8308355348600001e+00   1.1786889272700000e+01   8.0000000000000000e+00   1.7797153303112379e-03  -1.1690470381442112e-04   5.2618867602686949e-04
   1.1000000000000000e+01  -1.4949077981600001e+00   3.3564785725800000e+01   8.0000000000000000e+00   7.1994338804972236e-03   1.5367539663402872e-04   6.9923857523228534e-04
   1.2000000000000000e+01   3.3690355130599997e+01   4.3490645043100002e+01   8.0000000000000000e+00   1.2430598222651308e-02  -1.2149480994856708e-02  -6.8036982470820323e-02
   1.3000000000000000e+01  -3.9490501779699998e+00   3.9423546617100001e+01   8.0000000000000000e+00   9.0482139479438183e-03   3.2390172708030907e-04   4.1650708895614955e-03
   1.4000000000000000e+01  -4.9808158154899997e+00   7.1584203028399997e+00   8.0000000000000000e+00   9.5683196024927322e-04  -3.9413637033211795e-04   9.4265417829966672e-04
   1.5000000000000000e+01   1.4958601646100000e+01   4.4951707170399999e+01   8.0000000000000000e+00   1.1903306555958367e-02  -2.4057763514147095e-03  -2.8002183514338010e-02
   1.6000000000000000e+01   4.3018461145900000e+00   3.5413492533700001e+01   8.0000000000000000e+00   7.7235580339257400e-03   2.1268864434537758e-04  -7.0076909476664605e-03
   1.7000000000000000e+01   4.7146301503199997e+00   7.8333929525199997e+00   8.0000000000000000e+00   1.0633356340754489e-03   4.6193440553464081e-04  -1.1181764260017523e-03
   1.8000000000000000e+01   3.4878445351099998e+01   4.3778045743000000e+01   8.0000000000000000e+00   1.2640297523234660e-02  -1.2896642000965622e-02  -7.0909165064107563e-02
   1.9000000000000000e+01  -4.3580810169000003e+01   4.5550027418200003e+01   8.0000000000000000e+00   1.3411618776815083e-02   6.5105675508425522e-03   8.7785099226211569e-02
