1,5,0
2,5,1
3,4.16699982,1
4,4,0.833000004
5,3.83299994,1
6,3,1
7,3,0
8,3.83299994,0
9,4,0.166999996
10,4.16699982,0
11,0,1
12,0,0
13,7.5,0
14,10,0
15,10,1
16,7.5,1
17,5,0.029411765
18,5,0.05882353
19,5,0.088235296
20,5,0.117647059
21,5,0.14705883
22,5,0.176470593
23,5,0.205882356
24,5,0.235294119
25,5,0.264705896
26,5,0.294117659
27,5,0.323529422
28,5,0.352941185
29,5,0.382352948
30,5,0.411764711
31,5,0.441176474
32,5,0.470588237
33,5,0.5
34,5,0.529411793
35,5,0.558823526
36,5,0.588235319
37,5,0.617647052
38,5,0.647058845
39,5,0.676470578
40,5,0.70588237
41,5,0.735294104
42,5,0.764705896
43,5,0.79411763
44,5,0.823529422
45,5,0.852941155
46,5,0.882352948
47,5,0.911764681
48,5,0.941176474
49,5,0.970588207
50,4.97025013,1
51,4.94049978,1
52,4.91074991,1
53,4.88100004,1
54,4.85125017,1
55,4.82149982,1
56,4.79174995,1
57,4.76200008,1
58,4.73225021,1
59,4.70249987,1
60,4.67275,1
61,4.64300013,1
62,4.61324978,1
63,4.58349991,1
64,4.55375004,1
65,4.52400017,1
66,4.49424982,1
67,4.46449995,1
68,4.43475008,1
69,4.40500021,1
70,4.37524986,1
71,4.34549999,1
72,4.31575012,1
73,4.28599977,1
74,4.2562499,1
75,4.22650003,1
76,4.19675016,1
77,4.16446304,0.971000731
78,4.15692854,0.942882657
79,4.14462614,0.916499972
80,4.12792921,0.892654479
81,4.10734558,0.872070551
82,4.08349991,0.85537374
83,4.05711746,0.843071342
84,4.02899933,0.835537076
85,3.97100067,0.835537076
86,3.94288254,0.843071342
87,3.91650009,0.85537374
88,3.89265442,0.872070551
89,3.87207055,0.892654479
90,3.85537386,0.916499972
91,3.84307122,0.942882657
92,3.8355372,0.971000731
93,3.80325007,1
94,3.77349997,1
95,3.7437501,1
96,3.71399999,1
97,3.68425012,1
98,3.65450001,1
99,3.6247499,1
100,3.59500003,1
101,3.56524992,1
102,3.53550005,1
103,3.50574994,1
104,3.47600007,1
105,3.44624996,1
106,3.41650009,1
107,3.38674998,1
108,3.35700011,1
109,3.32725,1
110,3.2974999,1
111,3.26775002,1
112,3.23799992,1
113,3.20825005,1
114,3.17849994,1
115,3.14875007,1
116,3.11899996,1
117,3.08925009,1
118,3.05949998,1
119,3.02975011,1
120,3,0.970588207
121,3,0.941176474
122,3,0.911764681
123,3,0.882352948
124,3,0.852941155
125,3,0.823529422
126,3,0.79411763
127,3,0.764705896
128,3,0.735294104
129,3,0.70588237
130,3,0.676470578
131,3,0.647058845
132,3,0.617647052
133,3,0.588235319
134,3,0.558823526
135,3,0.529411793
136,3,0.5
137,3,0.470588237
138,3,0.441176474
139,3,0.411764711
140,3,0.382352948
141,3,0.352941185
142,3,0.323529422
143,3,0.294117659
144,3,0.264705896
145,3,0.235294119
146,3,0.205882356
147,3,0.176470593
148,3,0.14705883
149,3,0.117647059
150,3,0.088235296
151,3,0.05882353
152,3,0.029411765
153,3.02975011,0
154,3.05949998,0
155,3.08925009,0
156,3.11899996,0
157,3.14875007,0
158,3.17849994,0
159,3.20825005,0
160,3.23799992,0
161,3.26775002,0
162,3.2974999,0
163,3.32725,0
164,3.35700011,0
165,3.38674998,0
166,3.41650009,0
167,3.44624996,0
168,3.47600007,0
169,3.50574994,0
170,3.53550005,0
171,3.56524992,0
172,3.59500003,0
173,3.6247499,0
174,3.65450001,0
175,3.68425012,0
176,3.71399999,0
177,3.7437501,0
178,3.77349997,0
179,3.80325007,0
180,3.8355372,0.028999245
181,3.84307122,0.057117365
182,3.85537386,0.083499998
183,3.87207055,0.107345529
184,3.89265442,0.127929419
