1,5,0
2,5,1
3,4.16699982,1
4,4,0.833000004
5,3.83299994,1
6,3,1
7,3,0
8,3.83299994,0
9,4,0.166999996
10,4.16699982,0
11,0,1
12,0,0
13,7.5,0
14,10,0
15,7.5,1
16,10,1
17,5,0.071428575
18,5,0.142857149
19,5,0.214285716
20,5,0.285714298
21,5,0.357142866
22,5,0.428571433
23,5,0.5
24,5,0.571428597
25,5,0.642857134
26,5,0.714285731
27,5,0.785714269
28,5,0.857142866
29,5,0.928571403
30,4.93058348,1
31,4.86116648,1
32,4.79174995,1
33,4.72233343,1
34,4.65291643,1
35,4.58349991,1
36,4.51408339,1
37,4.44466686,1
38,4.37524986,1
39,4.30583334,1
40,4.23641682,1
41,4.15428782,0.93609184
42,4.11808681,0.881913185
43,4.0639081,0.845712125
44,3.9360919,0.845712125
45,3.88191319,0.881913185
46,3.84571218,0.93609184
47,3.76358342,1
48,3.69416666,1
49,3.6247499,1
50,3.55533338,1
51,3.48591661,1
52,3.41650009,1
53,3.34708333,1
54,3.27766657,1
55,3.20825005,1
56,3.13883328,1
57,3.06941676,1
58,3,0.928571403
59,3,0.857142866
60,3,0.785714269
61,3,0.714285731
62,3,0.642857134
63,3,0.571428597
64,3,0.5
65,3,0.428571433
66,3,0.357142866
67,3,0.285714298
68,3,0.214285716
69,3,0.142857149
70,3,0.071428575
71,3.06941676,0
72,3.13883328,0
73,3.20825005,0
74,3.27766657,0
75,3.34708333,0
76,3.41650009,0
77,3.48591661,0
78,3.55533338,0
79,3.6247499,0
80,3.69416666,0
81,3.76358342,0
82,3.84571218,0.06390813
83,3.88191319,0.11808683
84,3.9360919,0.154287875
85,4.0639081,0.154287875
86,4.11808681,0.11808683
87,4.15428782,0.06390813
88,4.23641682,0
89,4.30583334,0
90,4.37524986,0
91,4.44466686,0
92,4.51408339,0
93,4.58349991,0
94,4.65291643,0
95,4.72233343,0
96,4.79174995,0
97,4.86116648,0
98,4.93058348,0
99,2.8499999,1
100,2.70000005,1
101,2.54999995,1
102,2.4000001,1
103,2.25,1
104,2.0999999,1
105,1.95000005,1
106,1.79999995,1
107,1.64999998,1
108,1.5,1
109,1.35000002,1
110,1.20000005,1
111,1.04999995,1
112,0.899999976,1
113,0.75,1
114,0.600000024,1
115,0.449999988,1
116,0.300000012,1
117,0.150000006,1
118,0,0.928571403
119,0,0.857142866
120,0,0.785714269
121,0,0.714285731
122,0,0.642857134
123,0,0.571428597
124,0,0.5
125,0,0.428571433
126,0,0.357142866
127,0,0.285714298
128,0,0.214285716
129,0,0.142857149
130,0,0.071428575
131,0.150000006,0
132,0.300000012,0
133,0.449999988,0
134,0.600000024,0
135,0.75,0
136,0.899999976,0
137,1.04999995,0
138,1.20000005,0
139,1.35000002,0
140,1.5,0
141,1.64999998,0
142,1.79999995,0
143,1.95000005,0
144,2.0999999,0
145,2.25,0
146,2.4000001,0
147,2.54999995,0
148,2.70000005,0
149,2.8499999,0
150,5.14705896,0
151,5.29411745,0
152,5.44117641,0
153,5.58823538,0
154,5.73529434,0
155,5.88235283,0
156,6.02941179,0
157,6.17647076,0
158,6.32352924,0
159,6.47058821,0
160,6.61764717,0
161,6.76470566,0
162,6.91176462,0
163,7.05882359,0
164,7.20588255,0
165,7.35294104,0
166,7.64705896,0
167,7.79411745,0
168,7.94117641,0
169,8.0882349,0
170,8.23529434,0
171,8.38235283,0
172,8.52941132,0
173,8.67647076,0
174,8.82352924,0
175,8.97058868,0
176,9.11764717,0
177,9.26470566,0
178,9.4117651,0
179,9.55882359,0
180,9.70588207,0
181,9.85294151,0
182,10,0.071428575
183,10,0.142857149
184,10,0.214285716
185,10,0.285714298
186,10,0.357142866
187,10,0.428571433
188,10,0.5
189,10,0.571428597
