1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.4598,2,4,2,3.1474,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.8628,2.9738,2.6988,2.2254,2,2,2,2,2.4991,2.925,3.2352,4,4,4,4,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,4,4,4,4,3.3383,2.9432,2.5212,2.5019,2.5168,2.7028,4,4,3.7306,2.397,2.3543,2.5854,2.9205,2.8027,2.8395,3.6041,4,4,4,4,1,1,1,1,1,1,1
1,1,1,1,1,1,1,4,4,4,4,2.9419,2.8543,2.6498,2.3912,2.6675,3.2329,4,4,4,4,4,4,3.5499,2.7952,2.5439,2.9332,2.9996,2.7602,2.742,3.0291,4,4,4,4,4,1,1,1,1
1,1,1,1,4,4,4,4,3.4413,2.6817,2.46,2.7179,2.5338,2.7932,3.7609,4,4,4,4,1,1,1,4,4,4,3.9257,2.9116,2.8811,3.0536,3.0408,2.9114,2.5419,2.6838,3.4728,4,4,4,4,1,1
1,4,4,4,4,3.7843,2.7858,2.4642,2.5386,2.7553,2.9795,3.0294,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,3.2824,2.9354,2.9421,3.2105,2.9144,2.5031,2.6658,2.9732,4,4,4,4
4,4,3.7389,2.8221,2.3835,2.1415,2.5746,3.0211,3.1168,3.4985,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.845,3.0695,3.282,3.3426,2.6938,2.4582,2.3209,2.7138,4,4
4,2,2,2.3042,2.925,3.8333,3.9825,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.7773,3.9898,3.2485,2.501,2,2,3.2953
2,2,2.468,3.4303,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3.407,2.295,2,2
