1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3.8374,2.5484,4,2,3.3825,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.96,3.2082,3.0861,2.6871,2,2,2,2.008,2.7786,3.0694,3.3765,4,4,4,4,4,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,4,4,4,4,4,3.3346,3.1833,2.9952,3.0963,2.9284,2.8469,4,4,4,2.7503,2.4137,2.7959,3.0768,3.1159,3.1374,3.4646,4,4,4,4,1,1,1,1,1,1,1
1,1,1,1,1,4,4,4,4,4,3.4232,3.1848,3.1356,3.2195,3.0077,3.1369,3.4128,4,4,4,4,4,4,4,3.0414,2.9733,3.1857,3.2985,3.3923,3.2867,3.0824,3.7828,4,4,4,4,1,1,1,1
1,1,1,4,4,4,4,3.5233,3.1261,3.297,3.4157,3.2251,3.2169,3.2467,4,4,4,4,4,1,1,1,4,4,4,4,3.2954,3.1139,3.1398,3.4219,3.5036,3.1126,3.0559,3.3334,4,4,4,4,1,1
1,4,4,4,3.9613,3.0541,3.1905,3.45,3.5151,3.3483,3.136,3.7219,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,3.7339,3.0972,3.2209,3.5389,3.4117,3.1066,2.9374,3.1081,4,4,4,4
4,4,3.4622,2.9173,2.7302,3.3974,3.5428,3.2664,3.4614,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3.3622,3.3214,3.4991,3.1811,2.6696,2.4878,2.936,4,4
4,2,2.4572,3.1008,4,3.9601,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3.9991,4,3.7894,2.8655,2.0142,2,3.7109
2,2,3.1831,3.9645,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3.758,2.8296,2,2
