1 1    537.88346459950003     
1 2    98.734772184475062     
1 3    87.169027443075066     
1 20    127.32188835509167     
1 21    46.712336609458291     
1 25    101.68082915299172     
1 32    122.97694746386688     
1 39    222.22939569029188     
2 1    98.734772184475062     
2 2    982.32971554796654     
2 3    96.953114791666692     
2 5    119.20468427009990     
2 7    195.25590254609989     
2 25    132.67077758421675     
2 26    199.35038112799992     
2 27    140.16008304340846     
2 39    491.16485777398344     
3 1    87.169027443075066     
3 2    96.953114791666678     
3 3    637.49929000241491     
3 4    68.232519375000123     
3 5    113.62046681699988     
3 20    165.19016339254182     
3 21    43.618705452658354     
3 39    231.96348121521680     
3 40    149.50145651646679     
4 3    68.232519375000123     
4 4    520.44587647305025     
4 19    75.028900000000078     
4 20    163.26805680852544     
4 21    72.561877209058537     
4 22    159.41237226342517     
4 23    104.47567769413342     
4 30    61.943906428000204     
4 40    75.745504931433601     
5 2    119.20468427009993     
5 3    113.62046681699988     
5 5    580.05395713979851     
5 7    113.98310699490008     
5 39    290.02697856989965     
5 40    119.02977157499971     
5 41    114.21592748279981     
6 6    405.87139286378897     
6 48    59.751891916666807     
6 50    119.17302984436162     
6 51    125.76035437766166     
6 52    58.502132879199948     
6 53    54.632532291666649     
6 57    40.961674304233306     
6 59    59.533792587071616     
6 66    90.491681094823306     
7 2    195.25590254609989     
7 5    113.98310699490008     
7 7    1392.3320668192973     
7 26    253.90654796106691     
7 39    544.53263913575006     
7 41    180.29400903975022     
7 43    328.27637845368344     
7 45    151.63339427389980     
7 80    320.61612182379974     
8 8    735.80256552693595     
8 9    72.802162474991789     
8 33    126.51234992487257     
8 34    102.16111550000034     
8 89    295.09912028847685     
8 90    136.04823838409840     
8 92    112.57027344540003     
8 93    128.81865939319596     
8 95    129.69192887937015     
9 8    72.802162474991789     
9 9    631.38185329540534     
9 33    112.27546164969093     
9 90    146.43258784339275     
9 93    53.293493030518469     
9 98    105.19414026025007     
9 100    221.11583599329427     
9 102    110.86558946606014     
9 103    125.09350922491015     
10 10    840.07427076483168     
10 28    77.370675374841596     
10 29    73.220255865250039     
10 82    113.23291306397999     
10 83    108.51684351926751     
10 84    190.06090874977667     
10 85    305.26784776199088     
10 86    150.64148736706665     
10 88    125.05716087641484     
10 106    116.74331356865920     
11 11    479.43227816320353     
