1.1168,0.56374,1.0158,0.88715,0.98241,0.52183,-1.2413e-05,-0.60339,1.4242,0.45132,-1.9005,1.3065,-0.85271,-1.0997,-1.0787,-1.0484,-1.1419,-1.0327,-1.1223,1.3372,1.5049,-1.8732,-0.17637,1.1222,-0.52332,-1.5837,-0.13839,-0.35297,-1.5033,-0.69575,1.2737,1.7734,-1.3552,-1.8069,-0.46444,0.25,-0.78003,-2,-0.39282,-0.47309,-0.88808,0.76532,0.35769,-0.68493,-0.37962,0.76413,0.00011905,0.88513,-1.8164,-0.32741,-1.9826,-0.24331,0.28242,1.3841,-1.0661,-1.4999,-1.5946,-1.4629,-1.443,-1.9713,-1.7268,-1.0931,-0.8182,-1.8273,-0.87771
1.1168,0.56374,1.0158,0.88715,0.98241,0.52171,-1.2413e-05,-0.60339,1.4242,0.45128,-1.9006,1.3065,-0.8528,-1.0997,-1.0787,-1.0484,-1.1419,-1.0328,-1.1224,1.3372,1.5049,-1.8732,-0.1764,1.1222,-0.52325,-1.5837,-0.13839,-0.35306,-1.5034,-0.69575,1.2737,1.7732,-1.3496,-1.807,-0.46446,0.25001,-0.78003,-2,-0.39279,-0.47309,-0.88808,0.76533,0.35759,-0.68463,-0.37978,0.76414,0,0.88512,-1.8164,-0.32741,-1.9828,-0.24331,0.2823,1.384,-1.0661,-1.4999,-1.5946,-1.4625,-1.443,-1.9714,-1.7269,-1.0931,-0.81809,-1.8273,-0.87771
1.1168,0.56374,1.0158,0.88715,0.98241,0.52183,-1.2413e-05,-0.60339,1.4242,0.45124,-1.9005,1.3063,-0.85271,-1.0997,-1.0787,-1.0484,-1.1419,-1.0329,-1.1224,1.3372,1.5047,-1.8732,-0.1764,1.122,-0.52327,-1.5837,-0.13839,-0.35297,-1.5033,-0.69601,1.2737,1.7732,-1.3552,-1.807,-0.46446,0.25,-0.78003,-2,-0.39282,-0.47309,-0.88808,0.7652,0.35759,-0.68493,-0.37962,0.76413,0.00011905,0.88512,-1.8164,-0.32741,-1.9828,-0.24331,0.2823,1.3841,-1.0661,-1.5,-1.5946,-1.4629,-1.443,-1.9713,-1.7268,-1.0931,-0.81809,-1.8276,-0.87771
1.1168,0.56374,1.0158,0.88718,0.98241,0.52183,-1.2413e-05,-0.60339,1.4242,0.45128,-1.9005,1.3065,-0.8526,-1.0997,-1.0787,-1.0484,-1.1418,-1.0329,-1.1224,1.3372,1.5047,-1.8733,-0.17629,1.122,-0.52327,-1.5837,-0.13839,-0.35276,-1.5034,-0.69587,1.2738,1.7733,-1.3496,-1.807,-0.46446,0.25,-0.78003,-1.9999,-0.39279,-0.47309,-0.88797,0.76539,0.3576,-0.68483,-0.37962,0.76421,0.00011905,0.88513,-1.8163,-0.32741,-1.9826,-0.24331,0.28242,1.384,-1.0661,-1.4999,-1.5945,-1.4629,-1.4429,-1.9712,-1.7268,-1.0931,-0.81816,-1.8273,-0.87771
1.1168,0.56385,1.0158,0.88715,0.98241,0.52171,-1.2413e-05,-0.60339,1.4242,0.45131,-1.9005,1.3065,-0.85271,-1.0997,-1.0787,-1.0484,-1.1419,-1.0327,-1.1223,1.3373,1.5049,-1.8731,-0.17629,1.1223,-0.52327,-1.5837,-0.13839,-0.35306,-1.5034,-0.69601,1.2737,1.7732,-1.3552,-1.8069,-0.46444,0.25,-0.78003,-2,-0.39282,-0.47309,-0.88806,0.76532,0.35759,-0.68493,-0.37962,0.76413,0.00011905,0.88513,-1.8164,-0.32741,-1.9826,-0.24331,0.2823,1.3841,-1.066,-1.5,-1.5945,-1.4629,-1.443,-1.9713,-1.7268,-1.0931,-0.81809,-1.8273,-0.87771
1.1168,0.56374,1.0158,0.88732,0.98241,0.52183,-1.2413e-05,-0.60339,1.4243,0.45124,-1.9005,1.3065,-0.85271,-1.0997,-1.0787,-1.0484,-1.1419,-1.0329,-1.1224,1.3372,1.5047,-1.8731,-0.17637,1.1222,-0.52332,-1.5836,-0.13839,-0.35297,-1.5033,-0.69575,1.2737,1.7733,-1.3552,-1.8069,-0.46436,0.25,-0.78003,-1.9998,-0.39279,-0.47309,-0.88808,0.7652,0.35773,-0.68472,-0.37962,0.76413,0.00011905,0.88512,-1.8164,-0.32741,-1.9828,-0.24331,0.2823,1.384,-1.0661,-1.4998,-1.5946,-1.4629,-1.443,-1.9714,-1.7269,-1.0931,-0.81809,-1.8273,-0.87771
1.1168,0.56374,1.0156,0.88715,0.98241,0.52195,-1.2413e-05,-0.60339,1.4242,0.45124,-1.9004,1.3065,-0.8527,-1.0997,-1.0787,-1.0484,-1.1419,-1.0329,-1.1223,1.3372,1.5049,-1.8731,-0.17629,1.1222,-0.52332,-1.5837,-0.1383,-0.35297,-1.5033,-0.69562,1.274,1.7734,-1.3552,-1.807,-0.46444,0.25,-0.78003,-2,-0.39275,-0.47309,-0.88808,0.76532,0.35759,-0.68493,-0.37962,0.76414,0.00011905,0.88539,-1.8164,-0.32741,-1.9828,-0.24331,0.2823,1.3841,-1.066,-1.4999,-1.5946,-1.4625,-1.443,-1.9713,-1.7268,-1.0931,-0.8182,-1.8275,-0.87771
1.1168,0.56374,1.0159,0.88715,0.98241,0.52183,-1.2413e-05,-0.60339,1.4242,0.45132,-1.9005,1.3065,-0.85271,-1.0997,-1.0787,-1.0484,-1.1419,-1.0328,-1.1224,1.3372,1.5049,-1.8732,-0.17637,1.1222,-0.52325,-1.5837,-0.13839,-0.35306,-1.5032,-0.69575,1.2737,1.7732,-1.3552,-1.8069,-0.46446,0.25,-0.78003,-2,-0.39279,-0.47309,-0.88808,0.76533,0.35769,-0.68463,-0.37978,0.76413,0.00011905,0.88512,-1.8164,-0.32741,-1.9826,-0.24331,0.28242,1.3841,-1.0661,-1.4999,-1.5946,-1.4627,-1.443,-1.9713,-1.7268,-1.0931,-0.8182,-1.8273,-0.87771
1.1169,0.56378,1.0158,0.88715,0.98241,0.52183,-1.2413e-05,-0.60332,1.4242,0.45139,-1.9006,1.3065,-0.85271,-1.0997,-1.0787,-1.0482,-1.1419,-1.0328,-1.1224,1.3373,1.505,-1.8731,-0.1764,1.1224,-0.52332,-1.5837,-0.13839,-0.35297,-1.5033,-0.69575,1.2737,1.7734,-1.3496,-1.8069,-0.46446,0.24999,-0.78003,-2,-0.39282,-0.47309,-0.88808,0.76533,0.35759,-0.68493,-0.37978,0.76421,0.00011905,0.88513,-1.8164,-0.32741,-1.9826,-0.24331,0.28234,1.3841,-1.0661,-1.4999,-1.5946,-1.4624,-1.4429,-1.9713,-1.7268,-1.0931,-0.8182,-1.8273,-0.87769
1.1169,0.56374,1.0158,0.88715,0.98241,0.52171,-1.2413e-05,-0.60339,1.4242,0.45128,-1.9005,1.3065,-0.85271,-1.0997,-1.0786,-1.0484,-1.1419,-1.0327,-1.1222,1.3372,1.5049,-1.8732,-0.1764,1.122,-0.52332,-1.5837,-0.13839,-0.35297,-1.5034,-0.69575,1.2737,1.7732,-1.3552,-1.807,-0.46446,0.25001,-0.78003,-2,-0.39282,-0.47309,-0.88808,0.76538,0.35759,-0.68493,-0.37978,0.76413,0,0.88512,-1.8164,-0.32741,-1.9828,-0.24331,0.28242,1.3841,-1.0661,-1.4999,-1.5946,-1.4624,-1.443,-1.9713,-1.7268,-1.0931,-0.81809,-1.8273,-0.87771
