4.5484e+07,2.3911,0.00045747,1,0,1,480
8.7618e+07,6.6215,0.0015227,1,0,1,480
2.5008e+08,26.27,0.012739,0.8575,0,1,480
1.2328e+08,1.1756,0.0034307,0.9,0,1,480
2.2879e+08,6.5284,0.011605,0.82125,0,1,480
1.2966e+08,1.2854,0.0038042,0.8525,0,1,480
1.3419e+08,1.3295,0.0035656,0.79335,0.059147,0.93062,480
1.3903e+08,1.3765,0.003356,0.73417,0.11833,0.8612,480
1.4418e+08,1.4261,0.003172,0.67557,0.17693,0.79246,480
1.4959e+08,1.4781,0.0030109,0.6181,0.2344,0.72505,480
1.5524e+08,1.5319,0.0028699,0.56227,0.29023,0.72505,480
2.3759e+08,5.2438,0.0070907,0.51514,0.26736,0.72505,480
1.5619e+08,1.4196,0.0031867,0.55216,0.28534,0.72505,480
2.1013e+08,4.3294,0.0058453,0.52018,0.26982,0.72505,480
1.5458e+08,1.478,0.0034336,0.54206,0.28044,0.72505,480
1.9106e+08,3.8315,0.005013,0.537,0.278,0.65889,480
1.9822e+08,3.9743,0.0047968,0.48563,0.32937,0.59587,480
2.0554e+08,4.12,0.0046081,0.43742,0.37758,0.53671,480
2.1293e+08,4.267,0.0044434,0.39229,0.42271,0.48134,480
2.2034e+08,4.4139,0.0043,0.35018,0.46482,0.42967,480
2.2766e+08,4.5592,0.0041754,0.3112,0.5038,0.42967,480
1.8538e+08,2.5623,0.0030298,0.31122,0.50378,0.42967,480
2.1418e+08,5.8463,0.0037469,0.3001,0.4874,0.42967,480
1.8825e+08,5.8118,0.0031331,0.30215,0.49035,0.42967,480
2.068e+08,9.9432,0.003521,0.29608,0.48142,0.42967,480
1.9156e+08,10.429,0.0032138,0.29711,0.48289,0.38091,480
1.9757e+08,10.747,0.0031311,0.26292,0.51708,0.33707,480
2.0336e+08,11.052,0.0030597,0.23185,0.54815,0.29724,480
2.0884e+08,11.341,0.0029985,0.204,0.576,0.26154,480
2.1394e+08,11.609,0.0029463,0.17968,0.60032,0.23036,480
2.1861e+08,11.851,0.0029023,0.15857,0.62143,0.23036,480
2.3084e+08,15.366,0.0030865,0.15623,0.61377,0.23036,480
2.2067e+08,16.17,0.0029446,0.15536,0.61089,0.23036,480
2.28e+08,18.937,0.0030451,0.15535,0.6109,0.23036,480
2.2217e+08,19.987,0.0029707,0.15361,0.60514,0.23036,480
2.2656e+08,22.203,0.0030225,0.15302,0.60323,0.20234,480
2.3086e+08,22.609,0.0029844,0.13546,0.62079,0.17912,480
2.3462e+08,22.96,0.0029531,0.12059,0.63566,0.15946,480
2.3777e+08,23.253,0.0029282,0.10841,0.64784,0.14335,480
2.4032e+08,23.486,0.002909,0.098777,0.65747,0.13061,480
2.4224e+08,23.661,0.0028951,0.09156,0.66469,0.13061,480
2.3829e+08,24.841,0.0028514,0.091174,0.66258,0.13061,480
2.4133e+08,26.797,0.0028793,0.091174,0.66258,0.13061,480
2.3915e+08,27.971,0.0028595,0.090985,0.66151,0.13061,480
2.4102e+08,29.526,0.0028717,0.090602,0.6594,0.13061,480
2.3977e+08,30.598,0.0028637,0.09022,0.65728,0.1207,480
2.4107e+08,30.747,0.0028547,0.085254,0.66225,0.11405,480
2.4179e+08,30.822,0.0028501,0.082291,0.66521,0.11009,480
2.4196e+08,30.827,0.0028495,0.081186,0.66631,0.10861,480
2.4163e+08,30.769,0.0028525,0.081746,0.66575,0.10936,480
2.4085e+08,30.653,0.0028589,0.083818,0.66368,0.10936,480
2.4142e+08,31.806,0.0028517,0.083819,0.66368,0.10936,480
2.4099e+08,32.821,0.0028556,0.083819,0.66368,0.10936,480
2.4146e+08,33.766,0.00285,0.083632,0.66262,0.10936,480
2.4123e+08,34.634,0.0028552,0.083632,0.66262,0.10936,480
2.4153e+08,35.397,0.0028494,0.083444,0.66156,0.11201,480
2.4034e+08,35.205,0.0028589,0.086881,0.65812,0.11662,480
2.388e+08,34.963,0.0028712,0.091556,0.65344,0.12289,480
2.3697e+08,34.679,0.002886,0.097332,0.64767,0.13065,480
2.3491e+08,34.361,0.0029031,0.10406,0.64094,0.13967,480
2.3267e+08,34.017,0.0029222,0.11158,0.63342,0.13967,480
2.3178e+08,34.591,0.0029123,0.11208,0.63542,0.13967,480
2.3231e+08,35.279,0.002914,0.11183,0.63442,0.13967,480
